conversationId,restaurantName,callStartTime,callDuration,callEndReason,callWithinOfficeHours,reasonForCalling,partysizenumber,textsSent,numberOfTextsSent,phone,conversation
69b96ece039d9372ee0b9375,RT Buckhead,2026-03-17T11:10:08.298-04:00,00:26,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-0CF70F09,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Speak to manager.
Assistant: Sure thing. I can connect you with the manager. Would you like me to do that?
Customer: Yes."
69c4900e77ad95bda82637ce,RT Buckhead,2026-03-25T21:46:56.928-04:00,00:34,UserHangup,TRUE,Placing an Order for Takeout or Delivery,,pickup,1,CALLER-5873B316,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Hi. Do you guys have to go margaritas?
Assistant: We sure do. Would you like me to send you our online ordering link so you can place your pickup order?
Customer: Yes.
Assistant: Great. I’ve just sent you the pickup link. Anything else I can help you with?
Customer: Nope. That'll be it.
Assistant: Perfect—thanks for calling Real Tacos. Enjoy your day."
69aa29c44bcab3cfc6915f6c,TF Oakwood,2026-03-05T20:11:34.623-05:00,00:30,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-A493C48C,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Ordenar.
Assistant: Para ordenar, puedes hablar con uno de nuestros representantes o hacer tu pedido a través de nuestra plataforma en línea. ¿Te gustaría hablar con alguien o hacer el pedido en línea?
Customer: Hablar con alguien.
Assistant: Enseguida te transfiero con uno de nuestros representantes para que puedas hacer tu pedido."
69b5acb2039d9372ee760ffe,TF Oakwood,2026-03-14T14:45:08.306-04:00,00:24,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-67E6D50C,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Quiero hacer un pedido.
Assistant: ¿Te gustaría hablar con un miembro del equipo o enviarte el enlace para hacer tu pedido en línea?
Customer: Hablar con un miembro del equipo.
Assistant: Con gusto, te transfiero con un miembro del equipo en un momento.
Customer: Gracias."
69b1cb4d936cfd5397495584,RT Buckhead,2026-03-11T16:06:39.989-04:00,00:23,UserHangup,TRUE,Making a Reservation or Inquiring About Reservations,8,,0,CALLER-D8C5436F,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Assistant: Sorry, are you still on the line?
Customer: Do you take reservations for parties of eight?
Assistant: For how many people is the reservation?"
69bb212e99ee24c4a109118c,RT Buckhead,2026-03-18T18:03:29.378-04:00,00:31,UserHangup,TRUE,Making a Reservation or Inquiring About Reservations,5,,0,CALLER-DC226498,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Hi. I was just wondering if you have a wait today, and if so, can I make a reservation?
Assistant: Let me check that for you. Currently, there is no wait. How many guests will be in your party?
Customer: Five.
Assistant: Okay. Parties of five or more are coordinated by a manager. In case Buckhead cannot handle your party, are you willing to be relocated to one of our nearby ..."
69a99f4e30a56348b0ff2dee,TF Oakwood,2026-03-05T10:20:48.413-05:00,00:20,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-BAA995CB,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Me gustaría hablar con un operador.
Assistant: Claro, ¿te gustaría hablar con un representante para atender tu solicitud?
Customer: Correcto."
69bdf057f40440690c8e703a,TF Oakwood,2026-03-20T21:11:53.693-04:00,00:29,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-AB3396C2,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Quiero hacer una orden para ir a recoger.
Assistant: ¿Te gustaría hablar con un miembro del equipo o que te envíe el enlace para hacer tu pedido en línea para recoger?
Customer: Un miembro del equipo.
Assistant: En un momento te transferiré con un miembro de nuestro equipo para que te ayude con tu pedido."
69a7aa6156036b341cb532f1,RT Buckhead,2026-03-03T22:43:32.012-05:00,00:31,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-64AF097F,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: I'm like, what kind of fish is your top is do you use for your fish taco?
Assistant: I got you. What kind of flavors are you in the mood for today?
Customer: Oh my gosh. I need a person.
Assistant: Got it. Would you like me to connect you with the host?
Customer: Yes."
69bc89f817173b5a898a94fa,TF Oakwood,2026-03-19T19:42:51.246-04:00,00:30,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-797DC21E,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Para hacer un pedido, por favor.
Assistant: Para hacer un pedido, ¿te gustaría hablar con alguien de nuestro equipo o enviarte el enlace para hacer tu pedido en línea?
Customer: A ver, con una persona.
Assistant: Entiendo...."
69c9719f36dfa226c408c4de,TF Oakwood,2026-03-29T14:38:25.726-04:00,00:34,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-02E82D1A,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Sí, buenas tardes.
Customer: Quisiera hacer una orden, por favor.
Assistant: Dále— ...
Customer: Este. ¿Tengo que pagar ahorita por tarjeta o cuándo llegue allá?
Assistant: Para hacer tu orden, te recomiendo hablar con uno de nuestros representantes o puedes hacerla en línea. ¿Te gustaría hablar con alguien o recibir el enlace para hacer tu orden en línea?
Customer: Hablar con alguien."
69c2ed710887978cf590b534,RT Buckhead,2026-03-24T16:00:51.930-04:00,01:40,UserHangup,TRUE,Placing an Order for Takeout or Delivery,,pickup,1,CALLER-2837509C,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: I want a taco bowl.
Assistant: ¡Qué bueno. Our burrito bowl is ...
Customer: Hello?
Assistant: Oh, sorry about that. Our burrito bowl is awesome. What kind of protein are you in the mood for?
Customer: Outtake chicken.
Assistant: Okay, so you want chicken. Our grilled chicken taco has adobo grilled chicken, onion, and cilantro on a corn tortilla. Would you like to hear about another option?
Customer: Is that a bowl?
Assistant: My bad, that's a taco. The burrito bowl has rice, beans, avocado, peppers and onions, shredded cheese, and pico de gallo. Does that sound better?
Customer: Yes. That's what I want, baby.
Assistant: ¡Perfecto. Is there anything else I can help you with?
Customer: That's it, sweetheart.
Assistant: Perfect—thanks for calling Real Tacos. Enjoy your day.
Customer: You wanna get the name for the order?
Assistant: I am unable to take orders. I can send you a link to place a pickup order online, if you like.
Customer: Yeah. Send me a link. I'm at the one at Buckhead.
Assistant: Great. I've just sent you the pickup link. Is there anything else I can help you with?
Customer: No. That's it.
Assistant: Perfect—thanks for calling Real Tacos. Enjoy your day...."
69c9e9fc3561ccb2167242ce,TF Oakwood,2026-03-29T23:11:58.758-04:00,01:28,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,"delivery, pickup",2,CALLER-169524F1,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Chica. ¿A qué hora cierran?
Assistant: Dále— Hoy es domingo y cerramos a la medianoche.
Customer: Hello?
Assistant: Hello. You're speaking with Yuli at Todo Frito Oakwood. How can I help you today?
Customer: Ok. ¿Para hacer una orden?
Assistant: ¿Quieres hacer un pedido para recoger o para delivery?
Customer: Para recoger.
Assistant: Excelente— Puedes hablar con un miembro del equipo o te puedo enviar el link para hacer tu pedido en línea. ¿Qué prefieres?
Customer: Si quiere me hace el pedido hacerlo en línea.
Assistant: Claro— Te voy a enviar el link para que puedas hacer tu pedido de pickup en línea. ¿Quieres recibir el link por mensaje de texto?
Customer: Ok.
Assistant: Te acabo de enviar el link para tu pedido de pickup. Si necesitas algo más, no dudes en preguntar. ¡Disfruta tu comida en Todo Frito Oakwood.
Customer: No me ha llegado. Ah, aquí ya.
Assistant: Genial— Me alegra que ya tengas el link. Si necesitas ayuda con algo más, no dudes en preguntar. ¡Buen provecho en Todo Frito Oakwood.
Customer: Una carrera. Y ya.
Customer: Pero yo no ¿Aló?
Assistant: Parece que se cortó la llamada. Gracias por llamar a Todo Frito Oakwood. ¡Que tengas un buen día."
69c16c9d65aebbe92977b130,RT Buckhead,2026-03-23T12:38:56.061-04:00,00:35,UserHangup,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-68B89A3C,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Yes. Can I call and place a order to go?
Assistant: Awesome. I can text you our online ordering link so you can place your pickup order. Would you like me to send you the link?
Customer: No. Can I place it on the phone?
Assistant: I am not allowed to take orders over the phone, but I can send you the link to place your order online. Would you like me to send you the link?"
69c2b80b65aebbe929b67cc4,RT Buckhead,2026-03-24T12:13:01.540-04:00,00:28,UserHangup,TRUE,Placing an Order for Takeout or Delivery,,pickup,1,CALLER-ABD5651B,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Hi. I want to put in a a pickup order.
Assistant: Awesome. I can text you our online ordering link so you can place your pickup order.
Customer: Ok. Thank you.
Customer: She still text me online, which
Assistant: Great. I’ve just sent you the pickup link...."
69ab0c894bcab3cfc6d678e4,RT Buckhead,2026-03-06T12:19:07.590-05:00,00:54,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-ADD9C9B2,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Hi. Can I place an order to pick up, please?
Assistant: Awesome. I can text you our online ordering link so you can place your pickup order. Would you like me to send it?
Customer: No.
Assistant: No problem. Is there anything else I can help you with?
Customer: Yes. I'd like to place an order.
Assistant: Gotcha. I can text you our online ordering link so you can place your pickup order. Would you like me to send it?
Customer: No.
Assistant: No problem. Is there anything else I can help you with?
Customer: Speak with a team member."
69b9f96465517135426b2cfc,RT Buckhead,2026-03-17T21:01:27.150-04:00,01:30,UserHangup,TRUE,Making a Reservation or Inquiring About Reservations,3,,0,CALLER-A85D5759,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: My price is on.
Customer: Hi. I was trying to make a reservation.
Assistant: Okay. How many guests will be in your party?
Customer: Three
Assistant: And what date and time works best?
Customer: Today is I think we'll be there by, like, nine thirty.
Assistant: Under what name should I put the reservation?
Customer: Did you... Were you able to hear me?
Assistant: Yes, I can hear you. Under what name should I put the reservation?
Customer: Jackson.
Customer: J a c k s o n.
Assistant: Three guests for today, March seventeenth, at nine thirty P.M. under the name Jackson. Does that look correct?
Customer: Yes.
Assistant: I’m sorry—I couldn’t secure a table at that exact time. I’ve just sent you our OpenTable link so you can check real-time openings and pick the slot that suits you best. Is there anything else I can help you ..."
69b9cbe710d10be09b21e8be,TF Oakwood,2026-03-17T17:47:21.398-04:00,00:48,CallTransfer,TRUE,Menu Inquiries and Special Dietary Needs,,,0,CALLER-ED50A68C,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Aló. Buenas tardes.
Assistant: Buenas tardes. Gracias por llamar a Todo Frito Oakwood. ¿En qué puedo ayudarte hoy?
Customer: el juego de Venezuelan.
Assistant: ¿Te refieres a algún plato típico venezolano de nuestro menú? Tenemos opciones como Arepas, Cachapas, Pepitos y más. ¿Quieres saber ...
Customer: style es esto?
Assistant: Parece que estás buscando información sobre algún plato o estilo venezolano en particular. Nuestro menú incluye opciones como la Parrilla Criolla, Arepas, Pepitos y Cachapas, ...
Customer: Tengo una contestadora.
Assistant: Parece que estás llamando desde un teléfono fijo o tienes alguna dificultad para recibir mensajes de texto."
69b862996551713542227af8,RT Buckhead,2026-03-16T16:05:47.739-04:00,00:23,UserHangup,TRUE,Making a Reservation or Inquiring About Reservations,8,,0,CALLER-D8C5436F,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Assistant: Sorry, are you still on the line?
Customer: Do you take reservations for parties of eight?
Assistant: For how many people is the reservation?"
69b5cdae10d10be09b7d55ab,TF Oakwood,2026-03-14T17:05:52.854-04:00,00:21,UserHangup,TRUE,Making a Reservation or Inquiring About Reservations,8,,0,CALLER-D8C5436F,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Do you take reservations for parties of eight?
Assistant: Todo Frito Oakwood doesn't accept reservations in advance; you're welcome ..."
69bb57605ac8d576985d9d2b,RT Buckhead,2026-03-18T21:54:42.803-04:00,00:20,UserHangup,TRUE,Questions About Restaurant Hours and Wait Times,,,0,CALLER-31C6D299,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Hi. Do you guys have a wait right now?
Assistant: Let me check that for you, the current wait time is thirty minutes.
Customer: Wow.
Customer: Okay. Thank you.
Assistant: Perfect—thanks for calling Real ..."
69beac1f889fd7682d470493,TF Oakwood,2026-03-21T10:33:05.867-04:00,00:17,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-C524390B,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Hablar con un miembro.
Assistant: En un momento te transferiré con un miembro de nuestro equipo."
69aee02a27f818302158106d,TF Oakwood,2026-03-09T10:58:52.829-04:00,00:18,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-416990E6,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Hablar con un representante
Assistant: Claro, te transferiré con un miembro de nuestro equipo en un momento.
Customer: Glacia."
69bdd8e56a9ee6d259ec8942,TF Oakwood,2026-03-20T19:31:51.526-04:00,00:18,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-294DE355,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Quiero hablar con un personal.
Assistant: ¿Te gustaría hablar con un representante de nuestro equipo? Estoy aquí para transferir tu llamada."
69b9e2d565517135426a91c9,TF Oakwood,2026-03-17T19:25:11.620-04:00,00:26,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-A792E8FF,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Me gustaría hacer una orden.
Assistant: ¿Te gustaría hablar con un miembro del equipo o enviarte el enlace para hacer tu pedido en línea?
Customer: Me gustaría hablar con un miembro del equipo.
Assistant: Enseguida te transfiero con alguien que pueda ayudarte con tu pedido. ¡Gracias por elegir Todo Frito Oakwood."
69b4cadd61323dae29a7f666,RT Buckhead,2026-03-13T22:41:35.279-04:00,00:32,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-7A566161,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Yes. May I speak to the hostess, please?
Assistant: Yes, I can connect you. Please hold.
Assistant: Sorry, are you still on the line?
Customer: Yes.
Assistant: Please hold."
69bc3f8461b76e251d0dc668,RT Buckhead,2026-03-19T14:25:10.633-04:00,01:54,UserHangup,TRUE,Making a Reservation or Inquiring About Reservations,2,,0,CALLER-A5011A74,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Hi. Do you have a table available for two?
Assistant: Let me check that for you. The ...
Customer: The length of neck.
Assistant: Let me check ...
Customer: Like, the next fifteen minutes?
Assistant: Let me check that for you. The current wait time is zero minutes.
Customer: two forty five?
Assistant: I can only provide the current wait time. Would you like to know what it is right now?
Customer: No. Was trying to book a reservation.
Assistant: Okay. For how many people is the reservation?
Customer: Just two.
Assistant: What date and time works best?
Customer: Today, at two forty
Assistant: Under what name should I put the reservation?
Customer: Justin.
Assistant: Two guests for today, March nineteenth at two forty P.M. under the name Justin, does that look correct?
Customer: Yeah. But you you said there's no wait time. Right?
Assistant: Great news! your reservation was successful, please check your messages you should receive the booking confirmation link. Is there anything else I can help you with?.
Customer: No, that's weird.
Assistant: Perfect—thanks for calling Real Tacos. Enjoy your day."
69c569953561ccb216c97092,RT Buckhead,2026-03-26T13:15:03.464-04:00,00:38,CallTransfer,TRUE,Lost Items Inquiries,,,0,CALLER-DB056827,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Hi. This is Ashley. I was just left the bar from you guys, and I actually left my purse there. I just wanted to let you know I'm on my way back to grab it if anyone sees it.
Assistant: Okay Ashley, one moment while I transfer you to the host, who can help with lost items.
Customer: Ok.
Customer: That was an automated line."
69b495116896046c69c55ca3,TF Oakwood,2026-03-13T18:52:03.393-04:00,00:36,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-48FF818C,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Hacer una orden.
Assistant: ¿Quieres hacer un pedido para recoger o para entrega a domicilio?
Customer: Para recoger.
Assistant: ¿Te gustaría hablar con un miembro del equipo para hacer tu pedido o prefieres que te envíe el enlace para hacer tu pedido en línea?
Customer: ¿Petiz con un representante.
Assistant: ¿Quieres hablar con un representante? La llamada será transferida a un miembro del equipo en breve."
69b0611f0c86f44f25b67f8c,TF Oakwood,2026-03-10T14:21:21.830-04:00,00:15,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-EF8DF9D9,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Habla con operador.
Assistant: ¿Podrías decirme un poco más sobre por qué necesitas hablar con un representante?
Assistant: Estoy aquí para ayudarte...."
69b09d5307175cba3cabcf31,RT Buckhead,2026-03-10T18:38:13.549-04:00,01:22,UserHangup,TRUE,Making a Reservation or Inquiring About Reservations,2,,0,CALLER-15D85BE6,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Assistant: Sorry, are you still on the line?
Customer: Hi.
Assistant: What are you in the ...
Customer: Hello?
Assistant: What are you in the mood for today?
Customer: Hi. Is there space for two today for a reservation at seven thirty?
Assistant: Okay, for a reservation, how many guests will be in your party?
Customer: Two.
Assistant: Under what name should I put the reservation?
Customer: Skylar.
Assistant: March tenth at seven thirty P.M. under the name Skylar, does that look correct?
Customer: Yes.
Assistant: I’m sorry—I couldn’t secure a table at that exact time. I’ve just sent you our OpenTable link so you can check real-time openings and pick the slot that suits you best. Is there anything else I can help you with?.
Customer: Is there a wait time right now?
Assistant: Let me check that for you, the wait time is thirty minutes.
Customer: Ok, thanks."
69c08d4d65aebbe9293ab7e3,TF Oakwood,2026-03-22T20:46:07.597-04:00,00:25,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-93D441C5,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Deseará hacer un pedido.
Assistant: ¿Te gustaría hablar con un miembro del equipo o enviarte el enlace para hacer tu pedido en línea?
Customer: Un miembro del equipo.
Assistant: En un momento te transferiré con un miembro de nuestro equipo para que te ayude con tu pedido."
69b20a23936cfd53974a9676,TF Oakwood,2026-03-11T20:34:45.735-04:00,00:16,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-02CB6BAF,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Hablar con operador.
Assistant: Claro, te transferiré con un miembro de nuestro equipo en un momento."
69c02239e852e2d6deddd9f4,TF Oakwood,2026-03-22T13:09:15.930-04:00,00:20,CallTransfer,TRUE,Unclassified,,,0,CALLER-3D98A7A0,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: ¿Me puede ayudar, por favor, con servicio de pequeño de mil unidades?
Assistant: Lo siento, no tenemos un servicio de mil unidades."
69b82878039d9372eec94bbf,TF Oakwood,2026-03-16T11:57:47.069-04:00,00:24,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-5C210FF6,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Quiero hacer una orden.
Assistant: ¿Te gustaría hablar con un miembro del equipo o enviarte el enlace para hacer tu pedido en línea?
Customer: No. Miembro, el equipo.
Assistant: En un momento te transferiré con un miembro de nuestro equipo para que te ayuden con tu pedido."
69a4e96d0c39c4592ec8c283,RT Buckhead,2026-03-01T20:35:44.072-05:00,00:19,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-6BA11658,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Representative.
Assistant: Do you want to speak with a representative?...
Customer: Yes. The fuck?"
69c1682f282265f33cf5f39c,TF Oakwood,2026-03-23T12:20:02.193-04:00,00:21,AgentHangup,TRUE,Unclassified,,,0,CALLER-BDA8F825,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Regarding your Google Business account, Our system shows numerous searches for your business via Google and Google voice clients are currently having trouble finding you.
Customer: Press one to speak with an agent immediately and verify your Google listing.
Assistant: I can connect ..."
69b86966655171354222a29c,RT Buckhead,2026-03-16T16:34:48.364-04:00,00:40,UserHangup,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-CE84D29B,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Yeah. I'd like to place an order.
Assistant: Awesome. I can text you our online ordering link so you can place your pickup order.
Assistant: Sorry, are you still on the line?
Customer: Yes.
Assistant: Great. I’ve just ...
Customer: Yes. I'm here.
Assistant: Great. I’ve just sent you the pickup link. Is there anything else I can help you with?
Customer: That's it. Thanks.
Assistant: Perfect—thanks for calling Real Tacos. ..."
69c88a159d214fefe334d3dd,RT Buckhead,2026-03-28T22:10:31.986-04:00,00:17,UserHangup,TRUE,Questions About Restaurant Hours and Wait Times,,,0,CALLER-34893869,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: What's the wait time?
Assistant: Let me check that for you, the current wait time is thirty minutes."
69c83995357fae02c419909d,RT Buckhead,2026-03-28T16:27:04.101-04:00,00:20,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-95BEFB56,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Speak to speak to hostess."
69c0912dc982fb21f2c15013,RT Buckhead,2026-03-22T21:02:39.464-04:00,00:24,UserHangup,TRUE,Questions About Restaurant Hours and Wait Times,,,0,CALLER-E387A9BA,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: How later y'all open shop?
Assistant: We're open until midnight tonight.
Customer: Thank you.
Assistant: Perfect—thanks for calling Real Tacos. Enjoy your day."
69aa3fbb4bcab3cfc692355f,TF Oakwood,2026-03-05T21:45:17.377-05:00,00:50,UserHangup,TRUE,Questions About Restaurant Hours and Wait Times,,,0,CALLER-65A29A5F,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Are you guys still open?
Assistant: Yes, we're open today until ...
Customer: What?
Assistant: We're open today, Thursday, until ten de la noche.
Customer: Uh, si llego ahorita a las diez de la noche todavía me pueden atender.
Assistant: Sí, claro que sí, estamos abiertos hasta las diez de la noche, así que puedes llegar sin problema.
Customer: Okay. Can I get it?
Assistant: ¿Te gustaría ordenar algo para llevar o comer en el restaurante?
Customer: Ahorita llego corn
Assistant: ¿Te refieres a nuestras arepas de maíz o cachapas? Tenemos varias opciones deliciosas...."
69a49c2570ddb9e42ae0962b,RT Buckhead,2026-03-01T15:05:59.771-05:00,00:21,UserHangup,TRUE,Making a Reservation or Inquiring About Reservations,8,,0,CALLER-D8C5436F,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Assistant: Sorry, are you still on the line?
Customer: Do you take reservations for parties of eight?
Assistant: For how many people is the reservation?..."
69acc4ec264d99a302138284,TF Oakwood,2026-03-07T19:38:06.932-05:00,00:32,UserHangup,TRUE,Unclassified,,,0,CALLER-5D48B7A5,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Hello?
Assistant: Hello. Welcome to Todo Frito Oakwood, I'm Yuli. How can I help you today?
Customer: It's the gift bunnies.
Assistant: I'm sorry, we don't offer gift services or gift cards at Todo Frito Oakwood. Is there something else I can help you with?"
69b21e7286bb8ca124a6b8bf,RT Buckhead,2026-03-11T22:01:24.813-04:00,00:38,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-ECDBE4E6,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Online, and I want it doesn't give me the option to switch the tortilla out for, like, a lettuce wrap instead.
Assistant: I understand you're ...
Customer: Do I have to, like, make the order over the phone?
Assistant: I am unable to take orders over the phone, but I can send you the link to our online ordering. Would you like me to send you the link?
Customer: No. Can I speak to a real person?"
69b34ea6db7533c9cb1bb049,TF Oakwood,2026-03-12T19:39:20.302-04:00,00:26,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-AF22838E,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Este para encargar la promoción de los patacones, por favor.
Assistant: ¿Te gustaría hablar con un miembro del equipo o enviarte el enlace para hacer tu pedido en línea?
Customer: Con un miembro del equipo.
Assistant: Entiendo. Tu llamada será transferida a un miembro de nuestro equipo en breve."
69ab77ae638d0bab9b4f33f3,RT Buckhead,2026-03-06T19:56:16.955-05:00,00:17,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-B8285A58,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Speak to someone about an order."
69bf11d36b897b830338d25d,RT Buckhead,2026-03-21T17:47:01.858-04:00,00:53,UserHangup,TRUE,Questions About Restaurant Hours and Wait Times,,,0,CALLER-5E053CCE,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Hi. How are you today?
Assistant: I'm doing great, thanks. What can I do for you today?
Customer: Thanks. I was just wondering what the waitlist time was.
Assistant: Let me check that for you. The current wait time is sixty minutes.
Customer: Is it possible to join the waitlist on the phone, or do you have to do that in person?
Assistant: I’m sorry, but I can’t add you to a waitlist before you arrive. Once you’re here, our host will add you to the in-person waitlist.
Customer: Thank you.
Assistant: Perfect—thanks for calling Real Tacos. Enjoy your day."
69bc8d0a04b37cd92e325061,TF Oakwood,2026-03-19T19:55:57.210-04:00,00:05,UserHangup,TRUE,,,,0,CALLER-FCC37279,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ..."
